GTExTissue	nVariantGenePairsOverlappingEnhancers	nVariantsOverlappingEnhancersCorrectGene	Biosample	distance_min	distance_max	total.variants	recall.total	recall.linking	correctGene.ifOverlap	method	tissue.biosample	pred_name_long	hex	count	cat	pairs
spleen	31	21	K562	10	100	268	0.115671641791045	0.0783582089552239	0.67741935483871	scE2G_ATAC	spleen.K562	scE2G (scATAC)	#006479	21-1920 variants	10-100 Kb	64-64 biosample pairs
LCL	166	112	GM12878	10	100	1163	0.142734307824592	0.0963026655202064	0.674698795180723	scE2G_ATAC	LCL.GM12878	scE2G (scATAC)	#006479	21-1920 variants	10-100 Kb	64-64 biosample pairs
B	42	30	BMMC22_B1_B	10	100	256	0.1640625	0.1171875	0.714285714285714	scE2G_ATAC	B.BMMC22_B1_B	scE2G (scATAC)	#006479	21-1920 variants	10-100 Kb	64-64 biosample pairs
T_CD4_pos	292	184	BMMC22_CD4_pos_T_activated	10	100	1920	0.152083333333333	0.0958333333333333	0.63013698630137	scE2G_ATAC	T_CD4_pos.BMMC22_CD4_pos_T_activated	scE2G (scATAC)	#006479	21-1920 variants	10-100 Kb	64-64 biosample pairs
Tfh	45	32	BMMC22_CD4_pos_T_activated	10	100	202	0.222772277227723	0.158415841584158	0.711111111111111	scE2G_ATAC	Tfh.BMMC22_CD4_pos_T_activated	scE2G (scATAC)	#006479	21-1920 variants	10-100 Kb	64-64 biosample pairs
Treg	84	61	BMMC22_CD4_pos_T_activated	10	100	481	0.174636174636175	0.126819126819127	0.726190476190476	scE2G_ATAC	Treg.BMMC22_CD4_pos_T_activated	scE2G (scATAC)	#006479	21-1920 variants	10-100 Kb	64-64 biosample pairs
T	25	18	BMMC22_CD4_pos_T_activated	10	100	134	0.186567164179104	0.134328358208955	0.72	scE2G_ATAC	T.BMMC22_CD4_pos_T_activated	scE2G (scATAC)	#006479	21-1920 variants	10-100 Kb	64-64 biosample pairs
Tfh	43	32	BMMC22_CD4_pos_T_naive	10	100	202	0.212871287128713	0.158415841584158	0.744186046511628	scE2G_ATAC	Tfh.BMMC22_CD4_pos_T_naive	scE2G (scATAC)	#006479	21-1920 variants	10-100 Kb	64-64 biosample pairs
Treg	85	62	BMMC22_CD4_pos_T_naive	10	100	481	0.176715176715177	0.128898128898129	0.729411764705882	scE2G_ATAC	Treg.BMMC22_CD4_pos_T_naive	scE2G (scATAC)	#006479	21-1920 variants	10-100 Kb	64-64 biosample pairs
T	26	18	BMMC22_CD4_pos_T_naive	10	100	134	0.194029850746269	0.134328358208955	0.692307692307692	scE2G_ATAC	T.BMMC22_CD4_pos_T_naive	scE2G (scATAC)	#006479	21-1920 variants	10-100 Kb	64-64 biosample pairs
T_CD4_pos_naive	12	8	BMMC22_CD4_pos_T_naive	10	100	53	0.226415094339623	0.150943396226415	0.666666666666667	scE2G_ATAC	T_CD4_pos_naive.BMMC22_CD4_pos_T_naive	scE2G (scATAC)	#006479	21-1920 variants	10-100 Kb	64-64 biosample pairs
T_CD8_pos	62	41	BMMC22_CD8_pos_T	10	100	384	0.161458333333333	0.106770833333333	0.661290322580645	scE2G_ATAC	T_CD8_pos.BMMC22_CD8_pos_T	scE2G (scATAC)	#006479	21-1920 variants	10-100 Kb	64-64 biosample pairs
T	23	18	BMMC22_CD8_pos_T	10	100	134	0.171641791044776	0.134328358208955	0.782608695652174	scE2G_ATAC	T.BMMC22_CD8_pos_T	scE2G (scATAC)	#006479	21-1920 variants	10-100 Kb	64-64 biosample pairs
T_CD8_pos	60	44	BMMC22_CD8_pos_T_naive	10	100	384	0.15625	0.114583333333333	0.733333333333333	scE2G_ATAC	T_CD8_pos.BMMC22_CD8_pos_T_naive	scE2G (scATAC)	#006479	21-1920 variants	10-100 Kb	64-64 biosample pairs
T	22	16	BMMC22_CD8_pos_T_naive	10	100	134	0.164179104477612	0.119402985074627	0.727272727272727	scE2G_ATAC	T.BMMC22_CD8_pos_T_naive	scE2G (scATAC)	#006479	21-1920 variants	10-100 Kb	64-64 biosample pairs
monocyte	354	256	BMMC22_CD14_pos_Mono	10	100	1412	0.25070821529745	0.181303116147309	0.72316384180791	scE2G_ATAC	monocyte.BMMC22_CD14_pos_Mono	scE2G (scATAC)	#006479	21-1920 variants	10-100 Kb	64-64 biosample pairs
macrophage	69	52	BMMC22_CD14_pos_Mono	10	100	271	0.254612546125461	0.191881918819188	0.753623188405797	scE2G_ATAC	macrophage.BMMC22_CD14_pos_Mono	scE2G (scATAC)	#006479	21-1920 variants	10-100 Kb	64-64 biosample pairs
monocyte_CD14_pos	6	5	BMMC22_CD14_pos_Mono	10	100	22	0.272727272727273	0.227272727272727	0.833333333333333	scE2G_ATAC	monocyte_CD14_pos.BMMC22_CD14_pos_Mono	scE2G (scATAC)	#006479	21-1920 variants	10-100 Kb	64-64 biosample pairs
monocyte	317	227	BMMC22_CD16_pos_Mono	10	100	1412	0.224504249291785	0.160764872521246	0.71608832807571	scE2G_ATAC	monocyte.BMMC22_CD16_pos_Mono	scE2G (scATAC)	#006479	21-1920 variants	10-100 Kb	64-64 biosample pairs
monocyte_CD16_pos	45	29	BMMC22_CD16_pos_Mono	10	100	232	0.193965517241379	0.125	0.644444444444445	scE2G_ATAC	monocyte_CD16_pos.BMMC22_CD16_pos_Mono	scE2G (scATAC)	#006479	21-1920 variants	10-100 Kb	64-64 biosample pairs
macrophage	53	42	BMMC22_CD16_pos_Mono	10	100	271	0.195571955719557	0.154981549815498	0.792452830188679	scE2G_ATAC	macrophage.BMMC22_CD16_pos_Mono	scE2G (scATAC)	#006479	21-1920 variants	10-100 Kb	64-64 biosample pairs
dendritic	8	6	BMMC22_cDC2	10	100	21	0.380952380952381	0.285714285714286	0.75	scE2G_ATAC	dendritic.BMMC22_cDC2	scE2G (scATAC)	#006479	21-1920 variants	10-100 Kb	64-64 biosample pairs
blood	186	114	BMMC22_Erythroblast	10	100	1464	0.127049180327869	0.0778688524590164	0.612903225806452	scE2G_ATAC	blood.BMMC22_Erythroblast	scE2G (scATAC)	#006479	21-1920 variants	10-100 Kb	64-64 biosample pairs
monocyte	283	196	BMMC22_G_M_prog	10	100	1412	0.20042492917847	0.138810198300283	0.692579505300353	scE2G_ATAC	monocyte.BMMC22_G_M_prog	scE2G (scATAC)	#006479	21-1920 variants	10-100 Kb	64-64 biosample pairs
iPSC	16	8	BMMC22_G_M_prog	10	100	316	0.0506329113924051	0.0253164556962025	0.5	scE2G_ATAC	iPSC.BMMC22_G_M_prog	scE2G (scATAC)	#006479	21-1920 variants	10-100 Kb	64-64 biosample pairs
neutrophil	109	67	BMMC22_G_M_prog	10	100	486	0.224279835390947	0.137860082304527	0.614678899082569	scE2G_ATAC	neutrophil.BMMC22_G_M_prog	scE2G (scATAC)	#006479	21-1920 variants	10-100 Kb	64-64 biosample pairs
iPSC	17	7	BMMC22_HSC	10	100	316	0.0537974683544304	0.0221518987341772	0.411764705882353	scE2G_ATAC	iPSC.BMMC22_HSC	scE2G (scATAC)	#006479	21-1920 variants	10-100 Kb	64-64 biosample pairs
NK	77	58	BMMC22_ILC	10	100	370	0.208108108108108	0.156756756756757	0.753246753246753	scE2G_ATAC	NK.BMMC22_ILC	scE2G (scATAC)	#006479	21-1920 variants	10-100 Kb	64-64 biosample pairs
iPSC	11	8	BMMC22_Lymph_prog	10	100	316	0.0348101265822785	0.0253164556962025	0.727272727272727	scE2G_ATAC	iPSC.BMMC22_Lymph_prog	scE2G (scATAC)	#006479	21-1920 variants	10-100 Kb	64-64 biosample pairs
NK	50	35	BMMC22_Lymph_prog	10	100	370	0.135135135135135	0.0945945945945946	0.7	scE2G_ATAC	NK.BMMC22_Lymph_prog	scE2G (scATAC)	#006479	21-1920 variants	10-100 Kb	64-64 biosample pairs
T	23	15	BMMC22_Lymph_prog	10	100	134	0.171641791044776	0.111940298507463	0.652173913043478	scE2G_ATAC	T.BMMC22_Lymph_prog	scE2G (scATAC)	#006479	21-1920 variants	10-100 Kb	64-64 biosample pairs
B	37	26	BMMC22_Lymph_prog	10	100	256	0.14453125	0.1015625	0.702702702702703	scE2G_ATAC	B.BMMC22_Lymph_prog	scE2G (scATAC)	#006479	21-1920 variants	10-100 Kb	64-64 biosample pairs
iPSC	14	4	BMMC22_MK_E_prog	10	100	316	0.0443037974683544	0.0126582278481013	0.285714285714286	scE2G_ATAC	iPSC.BMMC22_MK_E_prog	scE2G (scATAC)	#006479	21-1920 variants	10-100 Kb	64-64 biosample pairs
B	43	31	BMMC22_Naive_CD20_pos_B	10	100	256	0.16796875	0.12109375	0.72093023255814	scE2G_ATAC	B.BMMC22_Naive_CD20_pos_B	scE2G (scATAC)	#006479	21-1920 variants	10-100 Kb	64-64 biosample pairs
NK	91	67	BMMC22_NK	10	100	370	0.245945945945946	0.181081081081081	0.736263736263736	scE2G_ATAC	NK.BMMC22_NK	scE2G (scATAC)	#006479	21-1920 variants	10-100 Kb	64-64 biosample pairs
blood	156	97	BMMC22_Normoblast	10	100	1464	0.10655737704918	0.0662568306010929	0.621794871794872	scE2G_ATAC	blood.BMMC22_Normoblast	scE2G (scATAC)	#006479	21-1920 variants	10-100 Kb	64-64 biosample pairs
dendritic	8	6	BMMC22_pDC	10	100	21	0.380952380952381	0.285714285714286	0.75	scE2G_ATAC	dendritic.BMMC22_pDC	scE2G (scATAC)	#006479	21-1920 variants	10-100 Kb	64-64 biosample pairs
B	34	24	BMMC22_Plasma_cell	10	100	256	0.1328125	0.09375	0.705882352941177	scE2G_ATAC	B.BMMC22_Plasma_cell	scE2G (scATAC)	#006479	21-1920 variants	10-100 Kb	64-64 biosample pairs
blood	177	113	BMMC22_Proerythroblast	10	100	1464	0.120901639344262	0.0771857923497268	0.638418079096045	scE2G_ATAC	blood.BMMC22_Proerythroblast	scE2G (scATAC)	#006479	21-1920 variants	10-100 Kb	64-64 biosample pairs
B	45	30	BMMC22_Transitional_B	10	100	256	0.17578125	0.1171875	0.666666666666667	scE2G_ATAC	B.BMMC22_Transitional_B	scE2G (scATAC)	#006479	21-1920 variants	10-100 Kb	64-64 biosample pairs
dendritic	8	7	PBMC_10_cDC	10	100	21	0.380952380952381	0.333333333333333	0.875	scE2G_ATAC	dendritic.PBMC_10_cDC	scE2G (scATAC)	#006479	21-1920 variants	10-100 Kb	64-64 biosample pairs
monocyte	323	238	PBMC_11_CD14.Mono.1	10	100	1412	0.228753541076487	0.168555240793201	0.736842105263158	scE2G_ATAC	monocyte.PBMC_11_CD14.Mono.1	scE2G (scATAC)	#006479	21-1920 variants	10-100 Kb	64-64 biosample pairs
macrophage	48	38	PBMC_11_CD14.Mono.1	10	100	271	0.177121771217712	0.140221402214022	0.791666666666667	scE2G_ATAC	macrophage.PBMC_11_CD14.Mono.1	scE2G (scATAC)	#006479	21-1920 variants	10-100 Kb	64-64 biosample pairs
monocyte_CD14_pos	5	5	PBMC_11_CD14.Mono.1	10	100	22	0.227272727272727	0.227272727272727	1	scE2G_ATAC	monocyte_CD14_pos.PBMC_11_CD14.Mono.1	scE2G (scATAC)	#006479	21-1920 variants	10-100 Kb	64-64 biosample pairs
monocyte	322	239	PBMC_12_CD14.Mono.2	10	100	1412	0.228045325779037	0.169263456090652	0.742236024844721	scE2G_ATAC	monocyte.PBMC_12_CD14.Mono.2	scE2G (scATAC)	#006479	21-1920 variants	10-100 Kb	64-64 biosample pairs
macrophage	52	39	PBMC_12_CD14.Mono.2	10	100	271	0.191881918819188	0.143911439114391	0.75	scE2G_ATAC	macrophage.PBMC_12_CD14.Mono.2	scE2G (scATAC)	#006479	21-1920 variants	10-100 Kb	64-64 biosample pairs
monocyte_CD14_pos	6	6	PBMC_12_CD14.Mono.2	10	100	22	0.272727272727273	0.272727272727273	1	scE2G_ATAC	monocyte_CD14_pos.PBMC_12_CD14.Mono.2	scE2G (scATAC)	#006479	21-1920 variants	10-100 Kb	64-64 biosample pairs
monocyte	306	212	PBMC_13_CD16.Mono	10	100	1412	0.21671388101983	0.15014164305949	0.69281045751634	scE2G_ATAC	monocyte.PBMC_13_CD16.Mono	scE2G (scATAC)	#006479	21-1920 variants	10-100 Kb	64-64 biosample pairs
monocyte_CD16_pos	39	24	PBMC_13_CD16.Mono	10	100	232	0.168103448275862	0.103448275862069	0.615384615384615	scE2G_ATAC	monocyte_CD16_pos.PBMC_13_CD16.Mono	scE2G (scATAC)	#006479	21-1920 variants	10-100 Kb	64-64 biosample pairs
macrophage	48	33	PBMC_13_CD16.Mono	10	100	271	0.177121771217712	0.121771217712177	0.6875	scE2G_ATAC	macrophage.PBMC_13_CD16.Mono	scE2G (scATAC)	#006479	21-1920 variants	10-100 Kb	64-64 biosample pairs
B	40	31	PBMC_17_B	10	100	256	0.15625	0.12109375	0.775	scE2G_ATAC	B.PBMC_17_B	scE2G (scATAC)	#006479	21-1920 variants	10-100 Kb	64-64 biosample pairs
B_memory	1	1	PBMC_17_B	10	100	29	0.0344827586206897	0.0344827586206897	1	scE2G_ATAC	B_memory.PBMC_17_B	scE2G (scATAC)	#006479	21-1920 variants	10-100 Kb	64-64 biosample pairs
Tfh	37	27	PBMC_20_CD4.N1	10	100	202	0.183168316831683	0.133663366336634	0.72972972972973	scE2G_ATAC	Tfh.PBMC_20_CD4.N1	scE2G (scATAC)	#006479	21-1920 variants	10-100 Kb	64-64 biosample pairs
Treg	77	52	PBMC_20_CD4.N1	10	100	481	0.16008316008316	0.108108108108108	0.675324675324675	scE2G_ATAC	Treg.PBMC_20_CD4.N1	scE2G (scATAC)	#006479	21-1920 variants	10-100 Kb	64-64 biosample pairs
T	24	15	PBMC_20_CD4.N1	10	100	134	0.17910447761194	0.111940298507463	0.625	scE2G_ATAC	T.PBMC_20_CD4.N1	scE2G (scATAC)	#006479	21-1920 variants	10-100 Kb	64-64 biosample pairs
T_CD4_pos_naive	10	7	PBMC_20_CD4.N1	10	100	53	0.188679245283019	0.132075471698113	0.7	scE2G_ATAC	T_CD4_pos_naive.PBMC_20_CD4.N1	scE2G (scATAC)	#006479	21-1920 variants	10-100 Kb	64-64 biosample pairs
T_CD4_pos	279	182	PBMC_22_CD4.M	10	100	1920	0.1453125	0.0947916666666667	0.652329749103943	scE2G_ATAC	T_CD4_pos.PBMC_22_CD4.M	scE2G (scATAC)	#006479	21-1920 variants	10-100 Kb	64-64 biosample pairs
Tfh	37	29	PBMC_22_CD4.M	10	100	202	0.183168316831683	0.143564356435644	0.783783783783784	scE2G_ATAC	Tfh.PBMC_22_CD4.M	scE2G (scATAC)	#006479	21-1920 variants	10-100 Kb	64-64 biosample pairs
Treg	81	62	PBMC_22_CD4.M	10	100	481	0.168399168399168	0.128898128898129	0.765432098765432	scE2G_ATAC	Treg.PBMC_22_CD4.M	scE2G (scATAC)	#006479	21-1920 variants	10-100 Kb	64-64 biosample pairs
T	24	18	PBMC_22_CD4.M	10	100	134	0.17910447761194	0.134328358208955	0.75	scE2G_ATAC	T.PBMC_22_CD4.M	scE2G (scATAC)	#006479	21-1920 variants	10-100 Kb	64-64 biosample pairs
T_CD8_pos	59	42	PBMC_24_CD8.CM	10	100	384	0.153645833333333	0.109375	0.711864406779661	scE2G_ATAC	T_CD8_pos.PBMC_24_CD8.CM	scE2G (scATAC)	#006479	21-1920 variants	10-100 Kb	64-64 biosample pairs
T	21	15	PBMC_24_CD8.CM	10	100	134	0.156716417910448	0.111940298507463	0.714285714285714	scE2G_ATAC	T.PBMC_24_CD8.CM	scE2G (scATAC)	#006479	21-1920 variants	10-100 Kb	64-64 biosample pairs
NK	77	56	PBMC_25_NK	10	100	370	0.208108108108108	0.151351351351351	0.727272727272727	scE2G_ATAC	NK.PBMC_25_NK	scE2G (scATAC)	#006479	21-1920 variants	10-100 Kb	64-64 biosample pairs
blood	26	7	K562	100	250	243	0.106995884773663	0.0288065843621399	0.269230769230769	scE2G_ATAC	blood.K562	scE2G (scATAC)	#006479	27-460 variants	100-250 Kb	55-55 biosample pairs
spleen	2	1	K562	100	250	47	0.0425531914893617	0.0212765957446809	0.5	scE2G_ATAC	spleen.K562	scE2G (scATAC)	#006479	27-460 variants	100-250 Kb	55-55 biosample pairs
LCL	24	15	GM12878	100	250	240	0.1	0.0625	0.625	scE2G_ATAC	LCL.GM12878	scE2G (scATAC)	#006479	27-460 variants	100-250 Kb	55-55 biosample pairs
B	8	2	BMMC22_B1_B	100	250	43	0.186046511627907	0.0465116279069768	0.25	scE2G_ATAC	B.BMMC22_B1_B	scE2G (scATAC)	#006479	27-460 variants	100-250 Kb	55-55 biosample pairs
T_CD4_pos	57	27	BMMC22_CD4_pos_T_activated	100	250	460	0.123913043478261	0.0586956521739131	0.473684210526316	scE2G_ATAC	T_CD4_pos.BMMC22_CD4_pos_T_activated	scE2G (scATAC)	#006479	27-460 variants	100-250 Kb	55-55 biosample pairs
Tfh	7	4	BMMC22_CD4_pos_T_activated	100	250	34	0.205882352941176	0.117647058823529	0.571428571428571	scE2G_ATAC	Tfh.BMMC22_CD4_pos_T_activated	scE2G (scATAC)	#006479	27-460 variants	100-250 Kb	55-55 biosample pairs
Treg	15	10	BMMC22_CD4_pos_T_activated	100	250	110	0.136363636363636	0.0909090909090909	0.666666666666667	scE2G_ATAC	Treg.BMMC22_CD4_pos_T_activated	scE2G (scATAC)	#006479	27-460 variants	100-250 Kb	55-55 biosample pairs
T	6	1	BMMC22_CD4_pos_T_activated	100	250	27	0.222222222222222	0.037037037037037	0.166666666666667	scE2G_ATAC	T.BMMC22_CD4_pos_T_activated	scE2G (scATAC)	#006479	27-460 variants	100-250 Kb	55-55 biosample pairs
Tfh	7	3	BMMC22_CD4_pos_T_naive	100	250	34	0.205882352941176	0.0882352941176471	0.428571428571429	scE2G_ATAC	Tfh.BMMC22_CD4_pos_T_naive	scE2G (scATAC)	#006479	27-460 variants	100-250 Kb	55-55 biosample pairs
Treg	15	7	BMMC22_CD4_pos_T_naive	100	250	110	0.136363636363636	0.0636363636363636	0.466666666666667	scE2G_ATAC	Treg.BMMC22_CD4_pos_T_naive	scE2G (scATAC)	#006479	27-460 variants	100-250 Kb	55-55 biosample pairs
T	3	2	BMMC22_CD4_pos_T_naive	100	250	27	0.111111111111111	0.0740740740740741	0.666666666666667	scE2G_ATAC	T.BMMC22_CD4_pos_T_naive	scE2G (scATAC)	#006479	27-460 variants	100-250 Kb	55-55 biosample pairs
T_CD8_pos	16	12	BMMC22_CD8_pos_T	100	250	84	0.19047619047619	0.142857142857143	0.75	scE2G_ATAC	T_CD8_pos.BMMC22_CD8_pos_T	scE2G (scATAC)	#006479	27-460 variants	100-250 Kb	55-55 biosample pairs
T	4	1	BMMC22_CD8_pos_T	100	250	27	0.148148148148148	0.037037037037037	0.25	scE2G_ATAC	T.BMMC22_CD8_pos_T	scE2G (scATAC)	#006479	27-460 variants	100-250 Kb	55-55 biosample pairs
T_CD8_pos	16	12	BMMC22_CD8_pos_T_naive	100	250	84	0.19047619047619	0.142857142857143	0.75	scE2G_ATAC	T_CD8_pos.BMMC22_CD8_pos_T_naive	scE2G (scATAC)	#006479	27-460 variants	100-250 Kb	55-55 biosample pairs
T	4	2	BMMC22_CD8_pos_T_naive	100	250	27	0.148148148148148	0.0740740740740741	0.5	scE2G_ATAC	T.BMMC22_CD8_pos_T_naive	scE2G (scATAC)	#006479	27-460 variants	100-250 Kb	55-55 biosample pairs
monocyte	56	30	BMMC22_CD14_pos_Mono	100	250	265	0.211320754716981	0.113207547169811	0.535714285714286	scE2G_ATAC	monocyte.BMMC22_CD14_pos_Mono	scE2G (scATAC)	#006479	27-460 variants	100-250 Kb	55-55 biosample pairs
macrophage	9	4	BMMC22_CD14_pos_Mono	100	250	53	0.169811320754717	0.0754716981132076	0.444444444444444	scE2G_ATAC	macrophage.BMMC22_CD14_pos_Mono	scE2G (scATAC)	#006479	27-460 variants	100-250 Kb	55-55 biosample pairs
monocyte	48	27	BMMC22_CD16_pos_Mono	100	250	265	0.181132075471698	0.10188679245283	0.5625	scE2G_ATAC	monocyte.BMMC22_CD16_pos_Mono	scE2G (scATAC)	#006479	27-460 variants	100-250 Kb	55-55 biosample pairs
monocyte_CD16_pos	5	3	BMMC22_CD16_pos_Mono	100	250	37	0.135135135135135	0.0810810810810811	0.6	scE2G_ATAC	monocyte_CD16_pos.BMMC22_CD16_pos_Mono	scE2G (scATAC)	#006479	27-460 variants	100-250 Kb	55-55 biosample pairs
macrophage	8	3	BMMC22_CD16_pos_Mono	100	250	53	0.150943396226415	0.0566037735849057	0.375	scE2G_ATAC	macrophage.BMMC22_CD16_pos_Mono	scE2G (scATAC)	#006479	27-460 variants	100-250 Kb	55-55 biosample pairs
blood	22	4	BMMC22_Erythroblast	100	250	243	0.0905349794238683	0.0164609053497942	0.181818181818182	scE2G_ATAC	blood.BMMC22_Erythroblast	scE2G (scATAC)	#006479	27-460 variants	100-250 Kb	55-55 biosample pairs
monocyte	50	28	BMMC22_G_M_prog	100	250	265	0.188679245283019	0.105660377358491	0.56	scE2G_ATAC	monocyte.BMMC22_G_M_prog	scE2G (scATAC)	#006479	27-460 variants	100-250 Kb	55-55 biosample pairs
iPSC	0	0	BMMC22_G_M_prog	100	250	63	0	0	NA	scE2G_ATAC	iPSC.BMMC22_G_M_prog	scE2G (scATAC)	#006479	27-460 variants	100-250 Kb	55-55 biosample pairs
neutrophil	18	7	BMMC22_G_M_prog	100	250	97	0.185567010309278	0.0721649484536082	0.388888888888889	scE2G_ATAC	neutrophil.BMMC22_G_M_prog	scE2G (scATAC)	#006479	27-460 variants	100-250 Kb	55-55 biosample pairs
iPSC	0	0	BMMC22_HSC	100	250	63	0	0	NA	scE2G_ATAC	iPSC.BMMC22_HSC	scE2G (scATAC)	#006479	27-460 variants	100-250 Kb	55-55 biosample pairs
NK	13	7	BMMC22_ILC	100	250	59	0.220338983050847	0.11864406779661	0.538461538461538	scE2G_ATAC	NK.BMMC22_ILC	scE2G (scATAC)	#006479	27-460 variants	100-250 Kb	55-55 biosample pairs
iPSC	1	0	BMMC22_Lymph_prog	100	250	63	0.0158730158730159	0	0	scE2G_ATAC	iPSC.BMMC22_Lymph_prog	scE2G (scATAC)	#006479	27-460 variants	100-250 Kb	55-55 biosample pairs
NK	5	3	BMMC22_Lymph_prog	100	250	59	0.0847457627118644	0.0508474576271187	0.6	scE2G_ATAC	NK.BMMC22_Lymph_prog	scE2G (scATAC)	#006479	27-460 variants	100-250 Kb	55-55 biosample pairs
T	3	1	BMMC22_Lymph_prog	100	250	27	0.111111111111111	0.037037037037037	0.333333333333333	scE2G_ATAC	T.BMMC22_Lymph_prog	scE2G (scATAC)	#006479	27-460 variants	100-250 Kb	55-55 biosample pairs
B	5	2	BMMC22_Lymph_prog	100	250	43	0.116279069767442	0.0465116279069768	0.4	scE2G_ATAC	B.BMMC22_Lymph_prog	scE2G (scATAC)	#006479	27-460 variants	100-250 Kb	55-55 biosample pairs
iPSC	0	0	BMMC22_MK_E_prog	100	250	63	0	0	NA	scE2G_ATAC	iPSC.BMMC22_MK_E_prog	scE2G (scATAC)	#006479	27-460 variants	100-250 Kb	55-55 biosample pairs
B	9	2	BMMC22_Naive_CD20_pos_B	100	250	43	0.209302325581395	0.0465116279069768	0.222222222222222	scE2G_ATAC	B.BMMC22_Naive_CD20_pos_B	scE2G (scATAC)	#006479	27-460 variants	100-250 Kb	55-55 biosample pairs
NK	12	9	BMMC22_NK	100	250	59	0.203389830508475	0.152542372881356	0.75	scE2G_ATAC	NK.BMMC22_NK	scE2G (scATAC)	#006479	27-460 variants	100-250 Kb	55-55 biosample pairs
blood	10	4	BMMC22_Normoblast	100	250	243	0.0411522633744856	0.0164609053497942	0.4	scE2G_ATAC	blood.BMMC22_Normoblast	scE2G (scATAC)	#006479	27-460 variants	100-250 Kb	55-55 biosample pairs
B	5	2	BMMC22_Plasma_cell	100	250	43	0.116279069767442	0.0465116279069768	0.4	scE2G_ATAC	B.BMMC22_Plasma_cell	scE2G (scATAC)	#006479	27-460 variants	100-250 Kb	55-55 biosample pairs
blood	20	5	BMMC22_Proerythroblast	100	250	243	0.0823045267489712	0.0205761316872428	0.25	scE2G_ATAC	blood.BMMC22_Proerythroblast	scE2G (scATAC)	#006479	27-460 variants	100-250 Kb	55-55 biosample pairs
B	7	1	BMMC22_Transitional_B	100	250	43	0.162790697674419	0.0232558139534884	0.142857142857143	scE2G_ATAC	B.BMMC22_Transitional_B	scE2G (scATAC)	#006479	27-460 variants	100-250 Kb	55-55 biosample pairs
monocyte	52	27	PBMC_11_CD14.Mono.1	100	250	265	0.19622641509434	0.10188679245283	0.519230769230769	scE2G_ATAC	monocyte.PBMC_11_CD14.Mono.1	scE2G (scATAC)	#006479	27-460 variants	100-250 Kb	55-55 biosample pairs
macrophage	8	4	PBMC_11_CD14.Mono.1	100	250	53	0.150943396226415	0.0754716981132076	0.5	scE2G_ATAC	macrophage.PBMC_11_CD14.Mono.1	scE2G (scATAC)	#006479	27-460 variants	100-250 Kb	55-55 biosample pairs
monocyte	52	27	PBMC_12_CD14.Mono.2	100	250	265	0.19622641509434	0.10188679245283	0.519230769230769	scE2G_ATAC	monocyte.PBMC_12_CD14.Mono.2	scE2G (scATAC)	#006479	27-460 variants	100-250 Kb	55-55 biosample pairs
macrophage	8	3	PBMC_12_CD14.Mono.2	100	250	53	0.150943396226415	0.0566037735849057	0.375	scE2G_ATAC	macrophage.PBMC_12_CD14.Mono.2	scE2G (scATAC)	#006479	27-460 variants	100-250 Kb	55-55 biosample pairs
monocyte	47	23	PBMC_13_CD16.Mono	100	250	265	0.177358490566038	0.0867924528301887	0.48936170212766	scE2G_ATAC	monocyte.PBMC_13_CD16.Mono	scE2G (scATAC)	#006479	27-460 variants	100-250 Kb	55-55 biosample pairs
monocyte_CD16_pos	4	2	PBMC_13_CD16.Mono	100	250	37	0.108108108108108	0.0540540540540541	0.5	scE2G_ATAC	monocyte_CD16_pos.PBMC_13_CD16.Mono	scE2G (scATAC)	#006479	27-460 variants	100-250 Kb	55-55 biosample pairs
macrophage	6	3	PBMC_13_CD16.Mono	100	250	53	0.113207547169811	0.0566037735849057	0.5	scE2G_ATAC	macrophage.PBMC_13_CD16.Mono	scE2G (scATAC)	#006479	27-460 variants	100-250 Kb	55-55 biosample pairs
B	7	2	PBMC_17_B	100	250	43	0.162790697674419	0.0465116279069768	0.285714285714286	scE2G_ATAC	B.PBMC_17_B	scE2G (scATAC)	#006479	27-460 variants	100-250 Kb	55-55 biosample pairs
Tfh	7	3	PBMC_20_CD4.N1	100	250	34	0.205882352941176	0.0882352941176471	0.428571428571429	scE2G_ATAC	Tfh.PBMC_20_CD4.N1	scE2G (scATAC)	#006479	27-460 variants	100-250 Kb	55-55 biosample pairs
Treg	14	8	PBMC_20_CD4.N1	100	250	110	0.127272727272727	0.0727272727272727	0.571428571428571	scE2G_ATAC	Treg.PBMC_20_CD4.N1	scE2G (scATAC)	#006479	27-460 variants	100-250 Kb	55-55 biosample pairs
T	2	1	PBMC_20_CD4.N1	100	250	27	0.0740740740740741	0.037037037037037	0.5	scE2G_ATAC	T.PBMC_20_CD4.N1	scE2G (scATAC)	#006479	27-460 variants	100-250 Kb	55-55 biosample pairs
T_CD4_pos	57	23	PBMC_22_CD4.M	100	250	460	0.123913043478261	0.05	0.403508771929825	scE2G_ATAC	T_CD4_pos.PBMC_22_CD4.M	scE2G (scATAC)	#006479	27-460 variants	100-250 Kb	55-55 biosample pairs
